tanggal,produk,kategori,kota,sales_person,channel,qty,diskon_pct,retur,harga_satuan,revenue,revenue_bersih,cogs,profit,margin_pct,bulan,bulan_nama,minggu,hari_nama
2026-01-03,Smartphone Z9,Smartphone,Makassar,Andi Pratama,Offline,6,5,0,8200000,46740000.0,46740000.0,29905931.91261088,16834068.08738912,36.0164058352356,2026-01,Jan 2026,1,Saturday
2026-02-24,Mouse Wireless,Aksesori,Jakarta,Dewi Lestari,Reseller,6,5,0,350000,1995000.0,1995000.0,1284860.9799636297,710139.0200363703,35.595940853953394,2026-02,Feb 2026,9,Tuesday
2026-03-19,Smartphone Z9,Smartphone,Palembang,Reza Firmansyah,Offline,2,0,1,8200000,16400000.0,0.0,0.0,0.0,0.0,2026-03,Mar 2026,12,Thursday
2026-01-28,Monitor 4K,Komputer,Jakarta,Reza Firmansyah,Offline,4,0,0,4800000,19200000.0,19200000.0,11624208.072773898,7575791.927226102,39.45724962096928,2026-01,Jan 2026,5,Wednesday
2026-01-08,Keyboard Mech,Aksesori,Jakarta,Budi Santoso,Offline,7,0,1,580000,4060000.0,0.0,0.0,0.0,0.0,2026-01,Jan 2026,2,Thursday
2026-01-08,Monitor 4K,Komputer,Surabaya,Budi Santoso,Offline,2,10,1,4800000,8640000.0,0.0,0.0,0.0,0.0,2026-01,Jan 2026,2,Thursday
2026-01-21,Monitor 4K,Komputer,Surabaya,Dewi Lestari,Offline,4,20,0,4800000,15360000.0,15360000.0,10124327.485457975,5235672.514542025,34.08640959988297,2026-01,Jan 2026,4,Wednesday
2026-02-03,Mouse Wireless,Aksesori,Semarang,Siti Rahma,Online,4,0,0,350000,1400000.0,1400000.0,788104.4212978036,611895.5787021964,43.70682705015688,2026-02,Feb 2026,6,Tuesday
2026-02-18,Smartphone Z9,Smartphone,Jakarta,Reza Firmansyah,Online,4,5,0,8200000,31160000.0,31160000.0,21184160.395002145,9975839.604997855,32.01488961809324,2026-02,Feb 2026,8,Wednesday
2026-02-08,Mouse Wireless,Aksesori,Jakarta,Reza Firmansyah,Online,1,0,0,350000,350000.0,350000.0,210206.93501150614,139793.06498849386,39.94087571099825,2026-02,Feb 2026,6,Sunday
2026-01-26,Webcam HD,Aksesori,Semarang,Andi Pratama,Online,5,15,0,750000,3187500.0,3187500.0,1978791.6267996049,1208708.3732003951,37.92026268863985,2026-01,Jan 2026,5,Monday
2026-03-10,Keyboard Mech,Aksesori,Palembang,Dewi Lestari,Online,1,0,0,580000,580000.0,580000.0,337110.38013408514,242889.61986591486,41.877520666537045,2026-03,Mar 2026,11,Tuesday
2026-03-02,Smartphone Z9,Smartphone,Surabaya,Siti Rahma,Offline,5,15,0,8200000,34850000.0,34850000.0,19849445.355266515,15000554.644733485,43.0431984066958,2026-03,Mar 2026,10,Monday
2026-01-18,Webcam HD,Aksesori,Medan,Siti Rahma,Offline,1,20,0,750000,600000.0,600000.0,393923.4076152378,206076.5923847622,34.3460987307937,2026-01,Jan 2026,3,Sunday
2026-03-15,Tablet Air,Tablet,Jakarta,Reza Firmansyah,Online,5,5,0,6500000,30875000.0,30875000.0,21173434.399587207,9701565.600412793,31.422074819150748,2026-03,Mar 2026,11,Sunday
2026-02-17,Mouse Wireless,Aksesori,Bandung,Reza Firmansyah,Online,4,0,0,350000,1400000.0,1400000.0,976063.7737567776,423936.22624322237,30.281159017373028,2026-02,Feb 2026,8,Tuesday
2026-03-21,Monitor 4K,Komputer,Medan,Reza Firmansyah,Offline,4,20,0,4800000,15360000.0,15360000.0,9337317.88099266,6022682.11900734,39.2101700456207,2026-03,Mar 2026,12,Saturday
2026-01-30,Laptop ProX,Komputer,Surabaya,Siti Rahma,Offline,6,10,0,18500000,99900000.0,99900000.0,58931859.12268274,40968140.87731726,41.0091500273446,2026-01,Jan 2026,5,Friday
2026-01-21,Mouse Wireless,Aksesori,Yogyakarta,Budi Santoso,Reseller,7,10,0,350000,2205000.0,2205000.0,1325189.4062189902,879810.5937810098,39.90070720095282,2026-01,Jan 2026,4,Wednesday
2026-03-12,Tablet Air,Tablet,Palembang,Dewi Lestari,Online,5,15,0,6500000,27625000.0,27625000.0,16195060.233919684,11429939.766080316,41.37534756952151,2026-03,Mar 2026,11,Thursday
2026-02-24,Smartphone Z9,Smartphone,Surabaya,Reza Firmansyah,Reseller,5,10,0,8200000,36900000.0,36900000.0,25428373.162122816,11471626.837877184,31.088419614843314,2026-02,Feb 2026,9,Tuesday
2026-02-10,Monitor 4K,Komputer,Palembang,Andi Pratama,Online,1,15,0,4800000,4080000.0,4080000.0,2760778.3121426706,1319221.6878573294,32.33386489846396,2026-02,Feb 2026,7,Tuesday
2026-03-06,Webcam HD,Aksesori,Medan,Andi Pratama,Online,7,15,0,750000,4462500.0,4462500.0,3097560.921600746,1364939.078399254,30.586870104184964,2026-03,Mar 2026,10,Friday
2026-03-21,Webcam HD,Aksesori,Makassar,Siti Rahma,Online,4,0,1,750000,3000000.0,0.0,0.0,0.0,0.0,2026-03,Mar 2026,12,Saturday
2026-01-04,Laptop ProX,Komputer,Semarang,Dewi Lestari,Online,5,0,0,18500000,92500000.0,92500000.0,62319823.85125057,30180176.148749433,32.627217458107495,2026-01,Jan 2026,1,Sunday
2026-02-06,Laptop ProX,Komputer,Bandung,Reza Firmansyah,Online,4,0,0,18500000,74000000.0,74000000.0,51225020.14294766,22774979.85705234,30.776999806827487,2026-02,Feb 2026,6,Friday
2026-02-07,Tablet Air,Tablet,Jakarta,Budi Santoso,Online,5,0,0,6500000,32500000.0,32500000.0,20519662.03043722,11980337.96956278,36.862578367885476,2026-02,Feb 2026,6,Saturday
2026-01-10,Keyboard Mech,Aksesori,Semarang,Budi Santoso,Online,5,20,0,580000,2320000.0,2320000.0,1392205.7978131238,927794.2021868762,39.99112940460673,2026-01,Jan 2026,2,Saturday
2026-01-25,Webcam HD,Aksesori,Makassar,Dewi Lestari,Online,1,0,0,750000,750000.0,750000.0,424424.25279228383,325575.74720771617,43.41009962769549,2026-01,Jan 2026,4,Sunday
2026-02-19,Laptop ProX,Komputer,Surabaya,Dewi Lestari,Online,2,15,0,18500000,31450000.0,31450000.0,19350595.98751072,12099404.012489282,38.47187285370201,2026-02,Feb 2026,8,Thursday
2026-03-25,Laptop ProX,Komputer,Makassar,Reza Firmansyah,Reseller,7,0,0,18500000,129500000.0,129500000.0,73550748.13482317,55949251.86517683,43.20405549434504,2026-03,Mar 2026,13,Wednesday
2026-02-05,Webcam HD,Aksesori,Medan,Reza Firmansyah,Offline,6,5,0,750000,4275000.0,4275000.0,2356386.3950800877,1918613.6049199123,44.87985040748333,2026-02,Feb 2026,6,Thursday
2026-03-30,Headset Pro,Aksesori,Jakarta,Dewi Lestari,Online,4,5,0,1200000,4560000.0,4560000.0,2587388.1678945776,1972611.8321054224,43.259031405820664,2026-03,Mar 2026,14,Monday
2026-02-01,Webcam HD,Aksesori,Semarang,Andi Pratama,Offline,7,15,0,750000,4462500.0,4462500.0,2466088.709261354,1996411.290738646,44.73750791571195,2026-02,Feb 2026,5,Sunday
2026-02-25,Monitor 4K,Komputer,Medan,Dewi Lestari,Online,1,0,0,4800000,4800000.0,4800000.0,2731712.012675136,2068287.9873248641,43.089333069268,2026-02,Feb 2026,9,Wednesday
2026-01-04,Laptop ProX,Komputer,Bandung,Andi Pratama,Online,5,5,0,18500000,87875000.0,87875000.0,59350364.313641466,28524635.686358534,32.46046735289734,2026-01,Jan 2026,1,Sunday
2026-03-15,Laptop ProX,Komputer,Makassar,Reza Firmansyah,Reseller,3,5,0,18500000,52725000.0,52725000.0,29102295.596405055,23622704.403594945,44.80361195560919,2026-03,Mar 2026,11,Sunday
2026-02-08,Monitor 4K,Komputer,Semarang,Reza Firmansyah,Online,1,0,0,4800000,4800000.0,4800000.0,3275081.784480709,1524918.2155192909,31.769129489985225,2026-02,Feb 2026,6,Sunday
2026-02-02,Keyboard Mech,Aksesori,Bandung,Siti Rahma,Online,7,5,0,580000,3857000.0,3857000.0,2643781.522188513,1213218.477811487,31.454977386867693,2026-02,Feb 2026,6,Monday
2026-02-28,Tablet Air,Tablet,Yogyakarta,Andi Pratama,Offline,3,0,0,6500000,19500000.0,19500000.0,12687588.542844465,6812411.457155535,34.93544337002839,2026-02,Feb 2026,9,Saturday
2026-01-23,Laptop ProX,Komputer,Semarang,Budi Santoso,Offline,1,5,0,18500000,17575000.0,17575000.0,11646953.484927798,5928046.515072202,33.7299943958589,2026-01,Jan 2026,4,Friday
2026-03-30,Mouse Wireless,Aksesori,Palembang,Reza Firmansyah,Offline,6,5,0,350000,1995000.0,1995000.0,1108249.719746831,886750.2802531689,44.4486356016626,2026-03,Mar 2026,14,Monday
2026-03-21,Keyboard Mech,Aksesori,Bandung,Dewi Lestari,Reseller,1,0,0,580000,580000.0,580000.0,355307.40949975373,224692.59050024627,38.74010181038729,2026-03,Mar 2026,12,Saturday
2026-03-17,Monitor 4K,Komputer,Bandung,Siti Rahma,Online,6,0,0,4800000,28800000.0,28800000.0,16181948.484883124,12618051.515116876,43.8126788719336,2026-03,Mar 2026,12,Tuesday
2026-01-12,Smartphone Z9,Smartphone,Makassar,Andi Pratama,Online,3,5,1,8200000,23370000.0,0.0,0.0,0.0,0.0,2026-01,Jan 2026,3,Monday
2026-01-30,Mouse Wireless,Aksesori,Semarang,Siti Rahma,Offline,6,5,0,350000,1995000.0,1995000.0,1249877.5980727414,745122.4019272586,37.349493830940276,2026-01,Jan 2026,5,Friday
2026-01-13,Smartphone Z9,Smartphone,Bandung,Budi Santoso,Reseller,2,10,0,8200000,14760000.0,14760000.0,8452021.49428663,6307978.50571337,42.736981746025535,2026-01,Jan 2026,3,Tuesday
2026-01-15,Webcam HD,Aksesori,Surabaya,Reza Firmansyah,Reseller,5,5,0,750000,3562500.0,3562500.0,2154045.470626928,1408454.529373072,39.53556573678799,2026-01,Jan 2026,3,Thursday
2026-01-08,Tablet Air,Tablet,Palembang,Siti Rahma,Online,2,0,0,6500000,13000000.0,13000000.0,7558513.905827868,5441486.094172132,41.85758533978563,2026-01,Jan 2026,2,Thursday
2026-02-02,Keyboard Mech,Aksesori,Semarang,Reza Firmansyah,Online,3,10,0,580000,1566000.0,1566000.0,988928.3988655789,577071.6011344211,36.85003838661693,2026-02,Feb 2026,6,Monday
2026-01-08,Tablet Air,Tablet,Bandung,Dewi Lestari,Online,6,0,0,6500000,39000000.0,39000000.0,23289775.2166941,15710224.783305898,40.28262764950231,2026-01,Jan 2026,2,Thursday
2026-03-08,Laptop ProX,Komputer,Bandung,Siti Rahma,Online,5,20,0,18500000,74000000.0,74000000.0,47855745.74765211,26144254.252347887,35.330073313983625,2026-03,Mar 2026,10,Sunday
2026-01-21,Laptop ProX,Komputer,Palembang,Siti Rahma,Online,2,10,0,18500000,33300000.0,33300000.0,20082763.49271228,13217236.507287718,39.69140092278594,2026-01,Jan 2026,4,Wednesday
2026-03-03,Monitor 4K,Komputer,Surabaya,Siti Rahma,Online,4,0,0,4800000,19200000.0,19200000.0,11167214.08577506,8032785.914224939,41.837426636588226,2026-03,Mar 2026,10,Tuesday
2026-02-06,Keyboard Mech,Aksesori,Makassar,Reza Firmansyah,Reseller,2,15,1,580000,986000.0,0.0,0.0,0.0,0.0,2026-02,Feb 2026,6,Friday
2026-02-02,Mouse Wireless,Aksesori,Palembang,Reza Firmansyah,Reseller,2,0,0,350000,700000.0,700000.0,453004.1964729989,246995.80352700112,35.28511478957159,2026-02,Feb 2026,6,Monday
2026-03-26,Webcam HD,Aksesori,Jakarta,Dewi Lestari,Online,1,0,1,750000,750000.0,0.0,0.0,0.0,0.0,2026-03,Mar 2026,13,Thursday
2026-02-03,Keyboard Mech,Aksesori,Medan,Reza Firmansyah,Online,3,20,0,580000,1392000.0,1392000.0,900577.2808655273,491422.71913447266,35.30335625966039,2026-02,Feb 2026,6,Tuesday
2026-03-08,Smartphone Z9,Smartphone,Medan,Siti Rahma,Online,6,10,0,8200000,44280000.0,44280000.0,26223463.23063241,18056536.76936759,40.77808665168833,2026-03,Mar 2026,10,Sunday
2026-03-21,Webcam HD,Aksesori,Palembang,Siti Rahma,Online,3,0,0,750000,2250000.0,2250000.0,1338878.7428291086,911121.2571708914,40.49427809648406,2026-03,Mar 2026,12,Saturday
2026-03-06,Mouse Wireless,Aksesori,Yogyakarta,Dewi Lestari,Reseller,6,15,1,350000,1785000.0,0.0,0.0,0.0,0.0,2026-03,Mar 2026,10,Friday
2026-01-15,Keyboard Mech,Aksesori,Makassar,Andi Pratama,Offline,3,10,0,580000,1566000.0,1566000.0,1007219.099060747,558780.900939253,35.68204986840696,2026-01,Jan 2026,3,Thursday
2026-02-13,Laptop ProX,Komputer,Semarang,Reza Firmansyah,Online,2,0,0,18500000,37000000.0,37000000.0,21116125.43130578,15883874.568694219,42.92939072620059,2026-02,Feb 2026,7,Friday
2026-02-03,Mouse Wireless,Aksesori,Semarang,Reza Firmansyah,Online,7,5,1,350000,2327500.0,0.0,0.0,0.0,0.0,2026-02,Feb 2026,6,Tuesday
2026-03-20,Webcam HD,Aksesori,Bandung,Reza Firmansyah,Offline,4,5,0,750000,2850000.0,2850000.0,1689780.5974994937,1160219.4025005063,40.709452719316005,2026-03,Mar 2026,12,Friday
2026-02-02,Tablet Air,Tablet,Palembang,Dewi Lestari,Online,4,0,0,6500000,26000000.0,26000000.0,16341134.356607653,9658865.643392347,37.14948324381672,2026-02,Feb 2026,6,Monday
2026-02-21,Webcam HD,Aksesori,Surabaya,Budi Santoso,Reseller,3,0,0,750000,2250000.0,2250000.0,1362298.6886721766,887701.3113278234,39.45339161456993,2026-02,Feb 2026,8,Saturday
2026-03-02,Keyboard Mech,Aksesori,Semarang,Andi Pratama,Online,1,0,0,580000,580000.0,580000.0,374239.18373291654,205760.81626708346,35.47600280466956,2026-03,Mar 2026,10,Monday
2026-03-09,Smartphone Z9,Smartphone,Yogyakarta,Siti Rahma,Online,5,5,1,8200000,38950000.0,0.0,0.0,0.0,0.0,2026-03,Mar 2026,11,Monday
2026-01-20,Smartphone Z9,Smartphone,Palembang,Andi Pratama,Offline,5,10,0,8200000,36900000.0,36900000.0,21406291.51122143,15493708.488778569,41.98836988828881,2026-01,Jan 2026,4,Tuesday
2026-01-03,Webcam HD,Aksesori,Bandung,Dewi Lestari,Online,4,5,0,750000,2850000.0,2850000.0,1769509.730228574,1080490.269771426,37.91193929022547,2026-01,Jan 2026,1,Saturday
2026-03-31,Smartphone Z9,Smartphone,Palembang,Siti Rahma,Reseller,7,5,0,8200000,54530000.0,54530000.0,35326604.92320401,19203395.076795988,35.21620223142488,2026-03,Mar 2026,14,Tuesday
2026-03-11,Tablet Air,Tablet,Bandung,Siti Rahma,Online,1,0,0,6500000,6500000.0,6500000.0,3689918.6382647045,2810081.3617352955,43.232020949773776,2026-03,Mar 2026,11,Wednesday
2026-02-25,Monitor 4K,Komputer,Medan,Andi Pratama,Reseller,4,10,0,4800000,17280000.0,17280000.0,11959055.3254541,5320944.674545901,30.79250390362211,2026-02,Feb 2026,9,Wednesday
2026-02-07,Laptop ProX,Komputer,Palembang,Siti Rahma,Online,6,0,0,18500000,111000000.0,111000000.0,73336087.26108111,37663912.738918886,33.931452917944945,2026-02,Feb 2026,6,Saturday
2026-01-15,Monitor 4K,Komputer,Jakarta,Reza Firmansyah,Online,1,0,0,4800000,4800000.0,4800000.0,2910060.994896603,1889939.0051033972,39.37372927298744,2026-01,Jan 2026,3,Thursday
2026-03-29,Monitor 4K,Komputer,Semarang,Andi Pratama,Offline,1,5,0,4800000,4560000.0,4560000.0,3131234.4693060755,1428765.5306939245,31.332577427498343,2026-03,Mar 2026,13,Sunday
2026-02-18,Monitor 4K,Komputer,Surabaya,Siti Rahma,Offline,3,15,0,4800000,12240000.0,12240000.0,7939910.231705894,4300089.768294106,35.13145235534401,2026-02,Feb 2026,8,Wednesday
2026-03-09,Keyboard Mech,Aksesori,Palembang,Andi Pratama,Online,7,0,0,580000,4060000.0,4060000.0,2740974.9253638475,1319025.0746361525,32.48830233093972,2026-03,Mar 2026,11,Monday
2026-01-22,Webcam HD,Aksesori,Bandung,Siti Rahma,Reseller,3,5,0,750000,2137500.0,2137500.0,1238623.1907715634,898876.8092284366,42.0527162212134,2026-01,Jan 2026,4,Thursday
2026-02-03,Headset Pro,Aksesori,Medan,Reza Firmansyah,Online,6,5,1,1200000,6840000.0,0.0,0.0,0.0,0.0,2026-02,Feb 2026,6,Tuesday
2026-01-18,Tablet Air,Tablet,Makassar,Reza Firmansyah,Offline,6,0,0,6500000,39000000.0,39000000.0,24026864.297721967,14973135.702278033,38.39265564686675,2026-01,Jan 2026,3,Sunday
2026-02-04,Mouse Wireless,Aksesori,Surabaya,Siti Rahma,Online,1,5,0,350000,332500.0,332500.0,184335.42679949052,148164.57320050948,44.56077389489007,2026-02,Feb 2026,6,Wednesday
2026-01-14,Laptop ProX,Komputer,Makassar,Reza Firmansyah,Offline,5,5,0,18500000,87875000.0,87875000.0,55915185.81784336,31959814.182156637,36.36963207073302,2026-01,Jan 2026,3,Wednesday
2026-03-28,Keyboard Mech,Aksesori,Jakarta,Siti Rahma,Online,1,5,0,580000,551000.0,551000.0,323835.21795179887,227164.78204820113,41.22772813941945,2026-03,Mar 2026,13,Saturday
2026-03-27,Mouse Wireless,Aksesori,Medan,Budi Santoso,Reseller,5,5,0,350000,1662500.0,1662500.0,1024939.3216680504,637560.6783319496,38.34951448613231,2026-03,Mar 2026,13,Friday
2026-02-05,Keyboard Mech,Aksesori,Yogyakarta,Andi Pratama,Reseller,1,0,0,580000,580000.0,580000.0,372674.3901379782,207325.6098620218,35.74579480379686,2026-02,Feb 2026,6,Thursday
2026-03-25,Headset Pro,Aksesori,Surabaya,Siti Rahma,Offline,2,10,0,1200000,2160000.0,2160000.0,1249025.5869629546,910974.4130370454,42.17474134430766,2026-03,Mar 2026,13,Wednesday
2026-01-09,Laptop ProX,Komputer,Bandung,Dewi Lestari,Offline,1,5,0,18500000,17575000.0,17575000.0,11971858.703213098,5603141.2967869025,31.881316055686497,2026-01,Jan 2026,2,Friday
2026-02-05,Headset Pro,Aksesori,Jakarta,Reza Firmansyah,Online,1,20,0,1200000,960000.0,960000.0,657499.3178630323,302500.68213696766,31.5104877226008,2026-02,Feb 2026,6,Thursday
2026-01-15,Laptop ProX,Komputer,Surabaya,Siti Rahma,Offline,1,0,0,18500000,18500000.0,18500000.0,12817163.597390153,5682836.4026098475,30.718034608701878,2026-01,Jan 2026,3,Thursday
2026-01-05,Headset Pro,Aksesori,Makassar,Budi Santoso,Online,5,0,0,1200000,6000000.0,6000000.0,3686033.2711873017,2313966.7288126983,38.566112146878304,2026-01,Jan 2026,2,Monday
2026-02-08,Tablet Air,Tablet,Palembang,Dewi Lestari,Reseller,4,5,0,6500000,24700000.0,24700000.0,14734426.949462712,9965573.050537288,40.346449597316955,2026-02,Feb 2026,6,Sunday
2026-01-23,Headset Pro,Aksesori,Makassar,Budi Santoso,Offline,6,5,0,1200000,6840000.0,6840000.0,3803384.3519791327,3036615.6480208673,44.394965614340165,2026-01,Jan 2026,4,Friday
2026-01-01,Mouse Wireless,Aksesori,Jakarta,Dewi Lestari,Offline,5,15,0,350000,1487500.0,1487500.0,884017.3766331987,603482.6233668013,40.57026039440681,2026-01,Jan 2026,1,Thursday
2026-02-24,Tablet Air,Tablet,Yogyakarta,Andi Pratama,Offline,1,20,0,6500000,5200000.0,5200000.0,3230737.4875282715,1969262.5124717285,37.870432932148624,2026-02,Feb 2026,9,Tuesday
2026-02-02,Laptop ProX,Komputer,Palembang,Andi Pratama,Online,7,15,0,18500000,110075000.0,110075000.0,64982733.52831487,45092266.47168513,40.96503881143323,2026-02,Feb 2026,6,Monday
2026-03-14,Webcam HD,Aksesori,Jakarta,Siti Rahma,Online,3,0,0,750000,2250000.0,2250000.0,1336698.0750587224,913301.9249412776,40.59119666405678,2026-03,Mar 2026,11,Saturday
2026-01-17,Mouse Wireless,Aksesori,Bandung,Budi Santoso,Offline,2,0,0,350000,700000.0,700000.0,461798.68521553394,238201.31478446606,34.02875925492373,2026-01,Jan 2026,3,Saturday
2026-03-31,Mouse Wireless,Aksesori,Jakarta,Andi Pratama,Online,4,0,0,350000,1400000.0,1400000.0,901198.6044006177,498801.39559938235,35.6286711142416,2026-03,Mar 2026,14,Tuesday
2026-03-28,Monitor 4K,Komputer,Medan,Reza Firmansyah,Online,1,0,0,4800000,4800000.0,4800000.0,2788222.617684481,2011777.3823155188,41.91202879823997,2026-03,Mar 2026,13,Saturday
2026-02-13,Laptop ProX,Komputer,Makassar,Andi Pratama,Online,4,0,0,18500000,74000000.0,74000000.0,50768613.10733925,23231386.892660752,31.393766071163178,2026-02,Feb 2026,7,Friday
2026-03-31,Webcam HD,Aksesori,Makassar,Siti Rahma,Online,1,10,0,750000,675000.0,675000.0,417525.33081084804,257474.66918915196,38.14439543542992,2026-03,Mar 2026,14,Tuesday
2026-03-10,Keyboard Mech,Aksesori,Semarang,Andi Pratama,Reseller,1,5,0,580000,551000.0,551000.0,384083.2979374928,166916.70206250722,30.29341235254214,2026-03,Mar 2026,11,Tuesday
2026-03-05,Smartphone Z9,Smartphone,Yogyakarta,Budi Santoso,Online,2,10,0,8200000,14760000.0,14760000.0,9114583.176356165,5645416.823643835,38.24808146100159,2026-03,Mar 2026,10,Thursday
2026-01-11,Headset Pro,Aksesori,Makassar,Reza Firmansyah,Offline,4,0,0,1200000,4800000.0,4800000.0,3010496.7305975715,1789503.2694024285,37.28131811255059,2026-01,Jan 2026,2,Sunday
2026-03-23,Mouse Wireless,Aksesori,Yogyakarta,Budi Santoso,Offline,4,20,0,350000,1120000.0,1120000.0,741712.1871368599,378287.81286314013,33.77569757706608,2026-03,Mar 2026,13,Monday
2026-03-27,Monitor 4K,Komputer,Semarang,Andi Pratama,Online,4,0,0,4800000,19200000.0,19200000.0,11156308.480007084,8043691.519992916,41.89422666662977,2026-03,Mar 2026,13,Friday
2026-01-21,Webcam HD,Aksesori,Bandung,Siti Rahma,Reseller,7,0,0,750000,5250000.0,5250000.0,3044131.055446358,2205868.944553642,42.016551324831276,2026-01,Jan 2026,4,Wednesday
2026-03-05,Laptop ProX,Komputer,Bandung,Reza Firmansyah,Online,2,15,0,18500000,31450000.0,31450000.0,17533994.02029265,13916005.97970735,44.248031731978855,2026-03,Mar 2026,10,Thursday
2026-03-12,Smartphone Z9,Smartphone,Palembang,Reza Firmansyah,Online,6,10,0,8200000,44280000.0,44280000.0,28812186.5577271,15467813.442272902,34.93182800874639,2026-03,Mar 2026,11,Thursday
2026-03-02,Laptop ProX,Komputer,Yogyakarta,Andi Pratama,Offline,5,0,1,18500000,92500000.0,0.0,0.0,0.0,0.0,2026-03,Mar 2026,10,Monday
2026-03-04,Laptop ProX,Komputer,Jakarta,Andi Pratama,Offline,1,15,0,18500000,15725000.0,15725000.0,9350775.104823204,6374224.895176796,40.535611416068654,2026-03,Mar 2026,10,Wednesday
2026-02-21,Monitor 4K,Komputer,Surabaya,Andi Pratama,Online,3,0,1,4800000,14400000.0,0.0,0.0,0.0,0.0,2026-02,Feb 2026,8,Saturday
2026-03-16,Webcam HD,Aksesori,Jakarta,Andi Pratama,Offline,3,5,0,750000,2137500.0,2137500.0,1390108.6926033024,747391.3073966976,34.965675199845506,2026-03,Mar 2026,12,Monday
2026-01-10,Laptop ProX,Komputer,Makassar,Dewi Lestari,Online,6,0,0,18500000,111000000.0,111000000.0,61670142.36930357,49329857.63069643,44.4413131808076,2026-01,Jan 2026,2,Saturday
2026-03-29,Laptop ProX,Komputer,Jakarta,Dewi Lestari,Offline,2,15,0,18500000,31450000.0,31450000.0,20337525.21270111,11112474.787298892,35.333783107468655,2026-03,Mar 2026,13,Sunday
2026-02-02,Smartphone Z9,Smartphone,Makassar,Reza Firmansyah,Online,3,15,0,8200000,20910000.0,20910000.0,12810176.7488648,8099823.2511352,38.73660091408513,2026-02,Feb 2026,6,Monday
2026-03-06,Laptop ProX,Komputer,Bandung,Dewi Lestari,Reseller,7,5,1,18500000,123025000.0,0.0,0.0,0.0,0.0,2026-03,Mar 2026,10,Friday
2026-01-09,Monitor 4K,Komputer,Jakarta,Siti Rahma,Offline,7,10,0,4800000,30240000.0,30240000.0,18859873.68673635,11380126.313263651,37.632692834866575,2026-01,Jan 2026,2,Friday
2026-02-18,Headset Pro,Aksesori,Makassar,Siti Rahma,Online,7,5,0,1200000,7980000.0,7980000.0,5373348.817156189,2606651.182843811,32.66480179002269,2026-02,Feb 2026,8,Wednesday
2026-03-01,Smartphone Z9,Smartphone,Makassar,Siti Rahma,Online,2,10,0,8200000,14760000.0,14760000.0,8281443.771506554,6478556.228493446,43.89265737461684,2026-03,Mar 2026,9,Sunday
2026-02-09,Mouse Wireless,Aksesori,Yogyakarta,Budi Santoso,Reseller,3,10,0,350000,945000.0,945000.0,649417.8631789441,295582.1368210559,31.27853299693713,2026-02,Feb 2026,7,Monday
2026-03-11,Keyboard Mech,Aksesori,Makassar,Andi Pratama,Online,6,10,0,580000,3132000.0,3132000.0,2057583.6335866444,1074416.3664133556,34.30448168625018,2026-03,Mar 2026,11,Wednesday
